MUIDEN	MUDEID	MUNOMB	MUCODSIM
13369	20	LA MACARENA - CRISTALINA	50350007
13370	20	LA MACARENA - EL RUBÍ	50350008
13371	2	ANGELÓPOLIS - LA ESTACIÓN	5036001
13372	2	ANGELÓPOLIS - SAN ISIDRO	5036004
13373	2	ANGELÓPOLIS - LA CLARA	5036007
13374	2	ANGELÓPOLIS - SANTA RITA	5036010
13375	2	ANGELÓPOLIS - CIENAGUITA	5036011
13376	20	URIBE - LA JULIA	50370001
13377	20	URIBE - EL DIVISO	50370002
13378	20	URIBE - EL PLACER	50370003
13379	2	ANGOSTURA - LLANOS DE CUIBA	5038008
13380	20	LEJANÍAS - CACAYAL	50400001
13381	20	LEJANÍAS - ANGOSTURAS DEL GUAPE	50400002
13382	2	ANORÍ - LIBERIA	5040002
13383	2	ANORÍ - MONTEFRÍO	5040003
13384	2	ANORÍ - SANTO DOMINGO	5040004
13385	2	ANORÍ - CRISTALINAS	5040005
13386	2	ANORÍ - LAS NIEVES	5040006
13387	2	ANORÍ - MADRE SECA	5040007
13388	2	SANTAFÉ DE ANTIOQUIA - CATIVO	5042001
13389	2	SANTAFÉ DE ANTIOQUIA - GUASABRA	5042002
13390	2	SANTAFÉ DE ANTIOQUIA - LAS AZULES	5042003
13391	2	SANTAFÉ DE ANTIOQUIA - TONUSCO ARRIBA	5042004
13392	2	SANTAFÉ DE ANTIOQUIA - EL PESCADO	5042006
13393	2	SANTAFÉ DE ANTIOQUIA - SABANAS	5042007
13394	2	ANZA - GUINTAR	5044001
13395	2	ANZA - LA CHOLINA	5044002
13396	2	ANZA - LOS LLANOS	5044003
13397	2	ANZA - LA CEJITA	5044005
13398	2	ANZA - LA HIGUINA	5044006
13399	20	PUERTO CONCORDIA - PORORORIO	50450001
13400	2	APARTADÓ - SAN JOSÉ DE APARTADÓ	5045001
13401	2	APARTADÓ - CHURIDÓ	5045002
13402	2	APARTADÓ - ZUNGO CARRETERA	5045003
13403	2	APARTADÓ - LOS NARANJALES	5045007
13404	2	APARTADÓ - VIJAGUAL	5045008
13405	2	APARTADÓ - EL REPOSO	5045009
13406	2	APARTADÓ - EL SALVADOR	5045011
13407	2	APARTADÓ - PUERTO GIRON	5045014
13408	2	ARBOLETES - BUENOS AIRES	5051001
13409	2	ARBOLETES - EL CARMELO	5051003
13410	2	ARBOLETES - LAS NARANJITAS	5051005
13411	2	ARBOLETES - EL YESO	5051008
13412	2	ARBOLETES - LA TRINIDAD	5051009
13413	2	ARBOLETES - LAS PLATAS (SANTAFÉ)	5051010
13414	2	ARBOLETES - LA CANDELARIA	5051011
13415	2	ARBOLETES - EL GUADUAL	5051014
13416	2	ARBOLETES - ARENOSA CARMELO	5051015
13417	2	ARBOLETES - BARRANCUDA	5051016
13418	2	ARBOLETES - LA ATOYOSA	5051017
13419	2	ARBOLETES - PUEBLO CHINO	5051018
13420	2	ARBOLETES - SAN JOSÉ DEL CARMELO	5051019
13421	20	PUERTO GAITÁN - PLANAS	50568001
13422	20	PUERTO GAITÁN - SAN PEDRO DE ARIMENA	50568002
13423	20	PUERTO GAITÁN - SAN MIGUEL	50568004
13424	20	PUERTO GAITÁN - EL PORVENIR	50568005
13425	20	PUERTO GAITÁN - PUERTO TRUJILLO	50568006
13426	20	PUERTO GAITÁN - PUENTE ARIMENA	50568007
13427	20	PUERTO GAITÁN - ALTO TILLAVÁ	50568008
13428	20	PUERTO GAITÁN - LAS CRISTALINAS	50568010
13429	20	PUERTO LÓPEZ - LA BALSA	50573001
13430	20	PUERTO LÓPEZ - PACHAQUIARO	50573003
13431	20	PUERTO LÓPEZ - ALTAMIRA	50573004
13432	20	PUERTO LÓPEZ - PUERTO GUADALUPE	50573006
13433	20	PUERTO LÓPEZ - PUERTO PORFÍA	50573007
13434	20	PUERTO LÓPEZ - REMOLINO	50573008
13435	20	PUERTO LÓPEZ - BOCAS DEL GUAYURIBA	50573010
13436	20	PUERTO LÓPEZ - GUICHIRAL	50573011
13437	20	PUERTO LÓPEZ - CHAVIVA	50573012
13438	20	PUERTO LÓPEZ - EL TIGRE	50573013
13439	20	PUERTO LÓPEZ - MELUA	50573014
13440	20	PUERTO LLERAS - PRIMAVERA	50577002
13441	20	PUERTO LLERAS - CASIBARE	50577003
13442	20	PUERTO LLERAS - CAÑO RAYADO	50577004
13443	20	PUERTO LLERAS - VILLA LAPAZ	50577005
13444	20	PUERTO RICO - PUERTO IRIS	50590002
13445	20	PUERTO RICO - LA LINDOSA	50590003
13446	20	PUERTO RICO - BARRANCO COLORADO	50590004
13447	20	PUERTO RICO - PUERTO TOLEDO	50590005
13448	20	PUERTO RICO - CHARCO DANTO	50590006
13449	20	PUERTO RICO - LA TIGRA	50590007
13450	20	PUERTO RICO - PUERTO CHISPAS	50590008
13451	2	ARMENIA - LA HERRADURA	5059001
13452	2	ARMENIA - LA LOMA	5059002
13453	2	ARMENIA - EL SOCORRO	5059003
13454	2	ARMENIA - MOJONES	5059004
13455	2	ARMENIA - CARTAGÜEÑO	5059005
13456	2	ARMENIA - FILO SECO	5059006
13457	2	ARMENIA - LA PESCADORA	5059007
13458	2	ARMENIA - LA QUIEBRA	5059008
13459	2	ARMENIA - PALMICHAL	5059009
13460	2	ARMENIA - PALO BLANCO	5059010
13461	20	RESTREPOA	50606001
13462	20	SAN CARLOS DE GUAROA - PAJURE	50680001
13463	20	SAN CARLOS DE GUAROA - SURIMENA	50680002
13464	20	SAN CARLOS DE GUAROA - LA PALMERA	50680003
13465	20	SAN CARLOS DE GUAROA - SAN JOSÉ DE LAS PALOMAS	50680004
13466	20	SAN JUAN DE ARAMA - EL VERGEL	50683001
13467	20	SAN JUAN DE ARAMA - MESA FERNÁNDEZ	50683005
13468	20	SAN JUAN DE ARAMA - CERRITO	50683011
13469	20	SAN JUAN DE ARAMA - MIRAFLOREZ	50683012
13470	20	SAN JUAN DE ARAMA - PEÑAS BLANCAS	50683013
13471	20	SAN JUANITO - SAN ROQUE	50686001
13472	20	SAN JUANITO - LA CANDELARIA	50686002
13473	20	SAN MARTÍN - EL MEREY	50689001
13474	20	SAN MARTÍN - REFORMA	50689003
13475	20	SAN MARTÍN - RINCÓN BOLÍVAR	50689004
13476	20	SAN MARTÍN - BRISAS DEL MANACACÍAS	50689005
13477	20	VISTAHERMOSA - CAMPO ALEGRE	50711001
13478	20	VISTAHERMOSA - PIÑALITO	50711002
13479	20	VISTAHERMOSA - MARACAIBO	50711003
13480	20	VISTAHERMOSA - CAÑO AMARILLO	50711004
13481	20	VISTAHERMOSA - PUERTO LUCAS MARGEN IZQUIERDO	50711005
13482	20	VISTAHERMOSA - PUERTO LUCAS MARGEN DERECHO	50711006
13483	20	VISTAHERMOSA - PTO ESPERANZA MARGEN DERECHA	50711007
13484	20	VISTAHERMOSA - PUERTO ESPERANZA MARGEN IZQUIERDO	50711008
13485	20	VISTAHERMOSA - LA COOPERATIVA	50711011
13486	20	VISTAHERMOSA - COSTA RICA	50711012
13487	20	VISTAHERMOSA - PALESTINA	50711014
13488	20	VISTAHERMOSA - SANTO DOMINGO	50711016
13489	20	VISTAHERMOSA - ALBANIA	50711018
13490	20	VISTAHERMOSA - BUENOS AIRES	50711019
13491	20	VISTAHERMOSA - EL TRIUNFO	50711020
13492	20	VISTAHERMOSA - LA REFORMA	50711021
13493	20	VISTAHERMOSA - PALMERAS	50711022
13494	2	BARBOSA - HATILLO	5079001
13495	2	BARBOSA - EL TABLAZO	5079006
13496	2	BARBOSA - EL VERDE	5079007
13497	2	BARBOSA - EL GUAYABO	5079010
13498	2	BARBOSA - LAS VICTORIAS	5079011
13499	2	BARBOSA - AGUAS CLARAS	5079013
13500	2	BARBOSA - POPALITO	5079014
13501	2	BARBOSA - FILOVERDE	5079015
13502	2	BARBOSA - YARUMITO	5079016
13503	2	BARBOSA - TABLAZO HATILLO	5079017
13504	2	BELMIRA - LABORES	5086001
13505	2	BELMIRA - QUEBRADITAS	5086002
13506	2	BELMIRA - PLAYAS	5086004
13507	2	BELLO - SAN FÉLIX	5088013
13508	2	BELLO - EL PINAR	5088018
13509	2	BELLO - EL ALBERGUE	5088020
13510	2	BELLO - HATO VIEJO	5088021
13511	2	BELLO - LA CHINA	5088022
13512	2	BELLO - LA UNIÓN	5088023
13513	2	BETANIA - SAN LUIS	5091003
13514	2	BETULIA - ALTAMIRA	5093001
13515	2	CIUDAD BOLÍVAR - SAN BERNARDO DE LOS FARALLONES	5101002
13516	2	CIUDAD BOLÍVAR - ALFONSO LOPEZ (SAN GREGORIO)	5101006
13517	2	CIUDAD BOLÍVAR - LA LINDA	5101007
13518	2	CIUDAD BOLÍVAR - VILLA ALEGRÍA	5101008
13519	2	BRICEÑO - BERLÍN (PUEBLO NUEVO)	5107001
13520	2	BRICEÑO - EL ROBLAL	5107002
13521	2	BRICEÑO - LAS AURAS	5107003
13522	2	BURITICÁ - EL NARANJO	5113001
13523	2	BURITICÁ - GUARCO	5113002
13524	2	BURITICÁ - TABACAL	5113003
13525	2	BURITICÁ - URARCO	5113004
13526	2	BURITICÁ - LA ANGELINA	5113005
13527	2	CÁCERES - EL JARDÍN (TAMANÁ)	5120002
13528	2	CÁCERES - GUARUMO	5120003
13529	2	CÁCERES - MANIZALES	5120004
13530	2	CÁCERES - PUERTO BÉLGICA	5120006
13531	2	CÁCERES - PIAMONTE	5120010
13532	2	CÁCERES - NUEVA ESPERANZA	5120011
13533	2	CÁCERES - RÍO MAN	5120012
13534	2	CAICEDO - ASESÍ	5125001
13535	2	CAICEDO - LA SALAZAR	5125002
13536	2	CALDAS - EL CAÑO	5129001
13537	2	CALDAS - LA RAYA	5129002
13538	2	CALDAS - LA MIEL	5129004
13539	2	CALDAS - LA CORRALA	5129005
13540	2	CALDAS - PRIMAVERA	5129006
13541	2	CALDAS - EL RAIZAL	5129007
13542	2	CALDAS - LA CLARA	5129008
13543	2	CALDAS - LA QUIEBRA	5129009
13544	2	CALDAS - LA SALADA PARTE BAJA	5129010
13545	2	CALDAS - LA TOLVA	5129011
13546	2	CALDAS - LA VALERIA	5129012
13547	2	CAMPAMENTO - LA CHIQUITA	5134001
13548	2	CAMPAMENTO - LA SOLITA	5134002
13549	2	CAMPAMENTO - LLANADAS	5134003
13550	2	CAMPAMENTO - MORROPELÓN	5134005
13551	2	CAMPAMENTO - LOS CHORROS	5134008
13552	2	CAÑASGORDAS - BUENOS AIRES	5138001
13553	2	CAÑASGORDAS - CESTILLAL	5138002
13554	2	CAÑASGORDAS - JUNTAS DE URAMITA	5138003
13555	2	CAÑASGORDAS - SAN PASCUAL	5138005
13556	2	CAÑASGORDAS - VERSALLES	5138006
13557	2	CAÑASGORDAS - LA BALSA	5138007
13558	2	CAÑASGORDAS - EL MADERO	5138008
13559	2	CARACOLÍ - SARDINAS	5142001
13560	2	CARACOLÍ - CASCARON	5142002
13561	2	CARACOLÍ - EL BAGRE	5142003
13562	2	CARACOLÍ - LAS ÁGUILAS	5142004
13563	2	CARAMANTA - ALEGRÍAS	5145001
13564	2	CARAMANTA - SUCRE	5145002
13565	2	CARAMANTA - BARRO BLANCO	5145003
13566	2	CARAMANTA - CHIRAPOTÓ	5145004
13567	2	CAREPA - PIEDRAS BLANCAS	5147003
13568	2	CAREPA - ZUNGO EMBARCADERO - PUEBLO NUEVO	5147004
13569	2	CAREPA - ZUNGO EMBARCADERO - 11 DE NOVIEMBRE	5147005
13570	2	CAREPA - CASA VERDE	5147006
13571	2	CAREPA - EL ENCANTO	5147007
13572	2	CAREPA - ZUNGO EMBARCADERO - 28 DE OCTUBRE	5147008
13573	2	EL CARMEN DE VIBORAL - SANTA INÉS	5148001
13574	2	EL CARMEN DE VIBORAL - SANTA RITA	5148002
13575	2	EL CARMEN DE VIBORAL - AGUAS CLARAS	5148003
13576	2	EL CARMEN DE VIBORAL - LA CHAPA	5148005
13577	2	EL CARMEN DE VIBORAL - LA ESPERANZA	5148007
13578	2	EL CARMEN DE VIBORAL - LA AURORA - LAS BRISAS	5148008
13579	2	EL CARMEN DE VIBORAL - LA MADERA	5148011
13580	2	CAUCASIA - CUTURÚ	5154003
13581	2	CAUCASIA - MARGENTO	5154006
13582	2	CAUCASIA - PUERTO COLOMBIA	5154007
13583	2	CAUCASIA - PALANCA	5154008
13584	2	CAUCASIA - PALOMAR	5154009
13585	2	CAUCASIA - SANTA ROSITA	5154012
13586	2	CAUCASIA - CARACOLÍ	5154013
13587	2	CAUCASIA - PUERTO TRIANA	5154020
13588	2	CAUCASIA - LA ILUSIÓN	5154022
13589	2	CAUCASIA - CACERÍ	5154023
13590	2	CAUCASIA - EL PANDO	5154024
13591	2	CAUCASIA - CAMPO ALEGRE	5154025
13592	2	CAUCASIA - EL CHINO	5154026
13593	2	CAUCASIA - LA ESMERALDA	5154027
13594	2	CAUCASIA - LA UNION	5154028
13595	2	CAUCASIA - LAS MALVINAS	5154029
13596	2	CAUCASIA - PUERTO ESPAÑA	5154030
13597	2	CAUCASIA - VILLA DEL SOCORRO	5154031
13598	2	CHIGORODÓ - BARRANQUILLITA	5172003
13599	2	CHIGORODÓ - GUAPA CARRETERAS	5172007
13600	2	CHIGORODÓ - JURADO	5172013
13601	2	CISNEROS - FÁTIMA	5190002
13602	2	CISNEROS - EL LIMÓN	5190004
13603	2	COCORNÁ - AGUA LINDA	5197001
13604	2	COCORNÁ - LA PIÑUELA	5197005
13605	2	COCORNÁ - LAS CRUCES	5197007
13606	2	COCORNÁ - LA PRIMAVERA	5197009
13607	2	COCORNÁ - LA FLORIDA	5197010
13608	2	COCORNÁ - LA GRANJA	5197011
13609	2	COCORNÁ - PAILANIA	5197012
13610	21	PASTO - CATAMBUCO	52001001
13611	21	PASTO - EL ENCANO	52001003
13612	21	PASTO - GENOY	52001004
13613	21	PASTO - LA LAGUNA	52001005
13614	21	PASTO - OBONUCO	52001007
13615	21	PASTO - SANTA BARBARA	52001008
13616	21	PASTO - JONGOVITO	52001009
13617	21	PASTO - GUALMATÁN	52001010
13618	21	PASTO - ECTANILLA	52001011
13619	21	PASTO - MAPACHICO - ATICANCE	52001012
13620	21	PASTO - EL SOCORRO CIMARRÓN	52001013
13621	21	PASTO - BAJO CASANARE	52001014
13622	21	PASTO - MOTILON	52001016
13623	21	PASTO - CEROTAL	52001019
13624	21	PASTO - LA VICTORIA	52001021
13625	21	PASTO - SAN JOSÉ	52001024
13626	21	PASTO - EL PUERTO	52001025
13627	21	PASTO - CABRERA	52001027
13628	21	PASTO - DOLORES	52001029
13629	21	PASTO - BUESAQUILLO CENTRO	52001030
13630	21	PASTO - BUESAQUILLO ALTO	52001031
13631	21	PASTO - CUJACAL	52001033
13632	21	PASTO - CUJACAL BAJO	52001034
13633	21	PASTO - MAPACHICO-MAPACHICO CENTRO	52001038
13634	21	PASTO - ANGANOY	52001039
13635	21	PASTO - DAZA-MORASURCO DAZA	52001042
13636	21	PASTO - CUBIJAN BAJO	52001051
13637	21	PASTO - SAN FERNANDO	52001052
13638	21	PASTO - MOCONDINO	52001053
13639	21	PASTO - CANCHALA	52001055
13640	21	PASTO - LOS ANGELES	52001056
13641	21	PASTO - EL ROSARIO	52001058
13642	21	PASTO - JAMONDINO	52001059
13643	21	PASTO - CASTILLO LOMA	52001060
13644	21	PASTO - BOTANILLA	52001063
13645	21	PASTO - CHARGUAYACO	52001064
13646	21	PASTO - CRUZ DE AMARILLO	52001065
13647	21	PASTO - EL CAMPANERO	52001066
13648	21	PASTO - JURADO	52001068
13649	21	PASTO - LA MERCED	52001071
13650	21	PASTO - LAS ENCINAS	52001072
13651	21	PASTO - MAPACHICO ALTO	52001073
13652	21	PASTO - MAPACHICO SAN JOSÉ	52001074
13653	21	PASTO - SAN FRANCISCO	52001076
13654	21	PASTO - SAN JUAN DE ANGANOY	52001078
13655	21	PASTO - SANTA LUCÍA	52001079
13656	21	PASTO - VILLA MARÍA	52001080
13657	21	PASTO - MAPACHICO BAJO	52001083
13658	21	PASTO - GUALMATAN ALTO	52001086
13659	21	PASTO - LA CALDERA	52001087
13660	21	PASTO - SAN CAYETANO	52001088
13661	21	PASTO - PUERRES	52001089
13662	21	ALBÁN - GUARANGAL	52019002
13663	21	ALBÁN - CAMPOBELLO	52019004
13664	21	ALBÁN - TAMBO ALTO	52019006
13665	21	ALBÁN - SOCORRO ASENTAMIENTO 2	52019007
13666	21	ALBÁN - BUENA VISTA	52019008
13667	21	ALBÁN - CARMELO ASENTAMIENTO 1	52019009
13668	21	ALBÁN - CARMELO ASENTAMIENTO 2	52019010
13669	21	ALBÁN - CEBADERO ASENTAMIENTO 1	52019011
13670	21	ALBÁN - CEBADERO ASENTAMIENTO 2	52019012
13671	21	ALBÁN - FÁTIMA	52019013
13672	21	ALBÁN - SAN BOSCO ASENTAMIENTO 1	52019014
13673	21	ALBÁN - SAN BOSCO ASENTAMIENTO 3	52019015
13674	21	ALBÁN - TAMBO BAJO	52019016
13675	21	ALBÁN - VIÑA	52019017
13676	21	ALDANA - SAN LUIS	52022003
13677	21	ANCUYÁ - EL INGENIO	52036001
13678	21	ANCUYÁ - CRUZ DE MAYO	52036002
13679	21	ANCUYÁ - LA LOMA	52036003
13680	21	ANCUYÁ - YANANCHA	52036004
13681	21	ANCUYÁ - MACAS CRUZ	52036005
13682	21	ANCUYÁ - LLANO	52036007
13683	21	ANCUYÁ - COCHA BLANCA	52036009
13684	21	ANCUYÁ - SAN LUIS	52036010
13685	21	ANCUYÁ - LIMONAR	52036012
13686	21	ANCUYÁ - INDO	52036013
13687	21	ANCUYÁ - LA QUINUA	52036014
13688	21	ANCUYÁ - EL PEDREGAL	52036015
13689	21	ANCUYÁ - LA AGUADA	52036016
13690	21	ARBOLEDA - CÁRDENAS ROSAFLORIDA	52051001
13691	21	ARBOLEDA - GÓMEZ	52051003
13692	21	ARBOLEDA - LA COCHA	52051006
13693	21	ARBOLEDA - ROSA FLORIDA SUR - SECTOR LA CAPILLA	52051007
13694	21	ARBOLEDA - LA CAÑADA	52051009
13695	21	ARBOLEDA - LA COMUNIDAD	52051010
13696	21	ARBOLEDA - MARTÍN	52051011
13697	21	ARBOLEDA - ROSAFLORIDA NORTE	52051012
13698	21	ARBOLEDA - LA ESTANCIA	52051013
13699	21	ARBOLEDA - SANTA TERESA	52051014
13700	21	ARBOLEDA - EL PEDREGAL	52051015
13701	21	ARBOLEDA - LAS PALMAS	52051016
13702	21	BARBACOAS - ALTAQUER	52079001
13703	21	BARBACOAS - BUENAVISTA	52079002
13704	21	BARBACOAS - CHALCHAL	52079003
13705	21	BARBACOAS - CHAPIRA	52079004
13706	21	BARBACOAS - DIAGUILLO	52079005
13707	21	BARBACOAS - JUNÍN	52079006
13708	21	BARBACOAS - JUSTO ORTÍZ	52079007
13709	21	BARBACOAS - LAS CRUCES	52079008
13710	21	BARBACOAS - LOS BRAZOS	52079009
13711	21	BARBACOAS - LUIS AVELINO PÉREZ	52079010
13712	21	BARBACOAS - MONGÓN	52079011
13713	21	BARBACOAS - OLAYA HERRERA	52079012
13714	21	BARBACOAS - PAMBANA	52079013
13715	21	BARBACOAS - SUCRE GUINULTE	52079014
13716	21	BARBACOAS - TELPÍ	52079015
13717	21	BARBACOAS - CHALALBÍ	52079016
13718	21	BARBACOAS - GUAGAYPÍ	52079017
13719	21	BARBACOAS - SAN MIGUEL NAMBÍ	52079018
13720	21	BARBACOAS - SOLEDAD	52079019
13721	21	BARBACOAS - TERAIMBE	52079020
13722	21	BARBACOAS - YACULA	52079021
13723	21	BARBACOAS - SAN JUAN PALACIO	52079022
13724	21	BARBACOAS - ÑAMBÍ	52079023
13725	21	BARBACOAS - CARGAZOL	52079024
13726	21	BARBACOAS - CASCAJERO	52079025
13727	21	BARBACOAS - EL DIVISO	52079026
13728	21	BARBACOAS - LA PLAYA	52079027
13729	21	BARBACOAS - PAUNDE	52079028
13730	21	BARBACOAS - SALÍ	52079029
13731	21	BARBACOAS - YALARE	52079030
13732	21	BARBACOAS - ALBÍ	52079031
13733	21	BARBACOAS - PIMBÍ	52079032
13734	21	BARBACOAS - COSCORRÓN TELEMBÍ	52079033
13735	21	BARBACOAS - CARCUEL	52079034
13736	21	BELÉN - SANTA ROSA	52083001
13737	2	CONCORDIA - EL SOCORRO	5209001
13738	2	CONCORDIA - EL GOLPE	5209006
13739	2	CONCORDIA - SALAZAR	5209007
13740	21	BUESACO - PALASINOY	52110001
13741	21	BUESACO - ROSAL DEL MONTE	52110002
13742	21	BUESACO - SAN ANTONIO	52110003
13743	21	BUESACO - SAN IGNACIO	52110004
13744	21	BUESACO - SANTAFÉ	52110005
13745	21	BUESACO - SANTAMARÍA	52110006
13746	21	BUESACO - VILLAMORENO	52110007
13747	21	BUESACO - VERACRUZ	52110008
13748	21	BUESACO - ALTACLARA	52110009
13749	21	BUESACO - JUANAMEL	52110011
13750	21	BUESACO - PARAPETOS	52110013
13751	21	BUESACO - ORTEGA	52110014
13752	21	BUESACO - ALTO HIGUERONES	52110015
13753	21	BUESACO - BERMEJAL	52110016
13754	21	BUESACO - BRUSELAS	52110017
13755	21	BUESACO - EL RETIRO	52110018
13756	21	BUESACO - EL SALADO	52110019
13757	21	BUESACO - GRANADILLO DE CHÁVEZ	52110020
13758	21	BUESACO - GRANADILLO DE LUNAS	52110021
13759	21	BUESACO - JUANAMBÚ	52110022
13760	21	BUESACO - LA INMACULADA	52110023
13761	21	BUESACO - LA PALMA	52110024
13762	21	BUESACO - MENESES DE HURTADO	52110025
13763	21	BUESACO - NARANJAL	52110026
13764	21	BUESACO - SAN BOSCO	52110027
13765	21	BUESACO - SAN JOSÉ DE COAPITAS	52110028
13766	21	BUESACO - SAN MIGUEL EL SOCORRO	52110029
13767	21	BUESACO - SAN MIGUEL SANTAFÉ	52110030
13768	21	BUESACO - SUMAPAZ	52110031
13769	2	COPACABANA - SALADO	5212005
13770	2	COPACABANA - CABUYAL	5212008
13771	2	COPACABANA - ZARZAL (LA LUZ)	5212011
13772	2	COPACABANA - ALVARADO	5212014
13773	2	COPACABANA - EL CONVENTO	5212018
13774	2	COPACABANA - EL NORAL	5212019
13775	21	COLÓN - GUAITARILLA	52203001
13776	21	COLÓN - LA PLATA	52203002
13777	21	COLÓN - VILLANUEVA	52203004
13778	21	COLÓN - EL MACAL	52203005
13779	21	COLÓN - SAN CARLOS	52203006
13780	21	COLÓN - EL BORDO	52203007
13781	21	CONSACÁ - ALFONSO LÓPEZ	52207001
13782	21	CONSACÁ - OLAYA HERRERA	52207003
13783	21	CONSACÁ - ALTO BOMBONÁ	52207004
13784	21	CONSACÁ - SAN MIGUEL DE CARIACO	52207005
13785	21	CONSACÁ - CAJABAMBA	52207006
13786	21	CONSACÁ - VERACRUZ	52207007
13787	21	CONSACÁ - PALTAPAMBA	52207009
13788	21	CONSACÁ - EL GUABO	52207010
13789	21	CONSACÁ - CAMPAMENTO	52207011
13790	21	CONSACÁ - EL HATILLO	52207013
13791	21	CONSACÁ - ALTO TINAJILLA	52207014
13792	21	CONSACÁ - CARIACO BAJO	52207015
13793	21	CONSACÁ - CHURUPAMBA	52207016
13794	21	CONSACÁ - EL TEJAR	52207017
13795	21	CONSACÁ - SAN ANTONIO	52207018
13796	21	CONSACÁ - SAN RAFAEL	52207019
13797	21	CONSACÁ - SAN SEBASTIÁN	52207020
13798	21	CONSACÁ - SANTA INÉS	52207021
13799	21	CONSACÁ - VILLA INÉS	52207022
13800	21	CONTADERO - ALDEA DE MARÍA	52210001
13801	21	CONTADERO - LA JOSEFINA	52210002
13802	21	CONTADERO - OSPINA PÉREZ	52210003
13803	21	CONTADERO - SANTO DOMINGO	52210004
13804	21	CÓRDOBA - LOS ARRAYANES	52215001
13805	21	CÓRDOBA - LLORENTE	52215002
13806	21	CÓRDOBA - PAYÁN	52215003
13807	21	CÓRDOBA - SANTANDER	52215004
13808	21	CÓRDOBA - PUEBLO BAJO	52215005
13809	21	CÓRDOBA - SANTA BRÍGIDA	52215007
13810	21	CUASPUD - MACAS	52224001
13811	21	CUASPUD - EL CARCHI	52224002
13812	21	CUASPUD - CHAVISNÁN	52224003
13813	21	CUASPUD - SAN FRANCISCO	52224004
13814	21	CUMBAL - CHILES	52227001
13815	21	CUMBAL - MAYASQUER	52227002
13816	21	CUMBAL - MIRAFLORES	52227003
13817	21	CUMBAL - PANÁN	52227004
13818	21	CUMBAL - SAN MARTÍN	52227005
13819	21	CUMBAL - NAZATE	52227006
13820	21	CUMBAL - PUEBLO VIEJO	52227007
13821	21	CUMBAL - TALAMBI	52227008
13822	21	CUMBITARA - DAMASCO	52233001
13823	21	CUMBITARA - EL DESIERTO	52233002
13824	21	CUMBITARA - PISANDA	52233003
13825	21	CUMBITARA - SIDÓN	52233004
13826	21	CUMBITARA - MIGUEL NULPI	52233006
13827	21	CUMBITARA - LA ESPERANZA	52233007
13828	21	CUMBITARA - SANTA ROSA	52233008
13829	21	CUMBITARA - PESQUERÍA	52233009
13830	21	CUMBITARA - GUAYABALITO NULPÍ	52233010
13831	21	CUMBITARA - SANTA ANA	52233011
13832	21	CHACHAGÜÍ - ARIZONA	52240001
13833	21	CHACHAGÜÍ - CAJA AGRARIA	52240002
13834	21	CHACHAGÜÍ - CAÑO ALTO	52240003
13835	21	CHACHAGÜÍ - CAÑO BAJO	52240004
13836	21	CHACHAGÜÍ - CHORRILLO	52240005
13837	21	CHACHAGÜÍ - GUAIRABAMBA	52240006
13838	21	CHACHAGÜÍ - ITZAMANA	52240007
13839	21	CHACHAGÜÍ - LA LOMA	52240008
13840	21	CHACHAGÜÍ - LA VENTA	52240009
13841	21	CHACHAGÜÍ - PASIZARA	52240010
13842	21	CHACHAGÜÍ - SANTA MÓNICA	52240011
13843	21	EL CHARCO - ARENAL	52250002
13844	21	EL CHARCO - BOLÍVAR (SAN PEDRO)	52250003
13845	21	EL CHARCO - GAITÁN	52250004
13846	21	EL CHARCO - LAS MERCEDES	52250005
13847	21	EL CHARCO - ROBERTO PAYÁN	52250006
13848	21	EL CHARCO - SAN JOSÉ DEL TAPAJE	52250007
13849	21	EL CHARCO - TURBAY	52250009
13850	21	EL CHARCO - BAHÍA MULATAS	52250011
13851	21	EL CHARCO - BENJAMÍN HERRERA	52250012
13852	21	EL CHARCO - RÍO TAPAJE	52250013
13853	21	EL CHARCO - PLINIO OLIVEROS	52250014
13854	21	EL CHARCO - URIBE URIBE	52250016
13855	21	EL CHARCO - HORMIGUERO	52250017
13856	21	EL CHARCO - PULBUSA	52250018
13857	21	EL CHARCO - SAN FRANCISCO DE TAIJA	52250019
13858	21	EL CHARCO - SECADERO	52250021
13859	21	EL CHARCO - EL CUIL PUEBLO NUEVO	52250022
13860	21	EL CHARCO - BAZÁN	52250023
13861	21	EL CHARCO - CAPILLA	52250024
13862	21	EL CHARCO - COROZO	52250025
13863	21	EL CHARCO - EL CASTIGO	52250026
13864	21	EL CHARCO - EL ROSARIO	52250027
13865	21	EL CHARCO - GUAYABAL	52250028
13866	21	EL CHARCO - ISUPI	52250029
13867	21	EL CHARCO - PAMBILERO	52250030
13868	21	EL CHARCO - PLAYA GRANDE	52250031
13869	21	EL CHARCO - PULBUSA PUEBLO NUEVO	52250032
13870	21	EL CHARCO - SAN ANTONIO	52250033
13871	21	EL CHARCO - SANTA CATALINA	52250034
13872	21	EL CHARCO - SANTA ROSA	52250035
13873	21	EL CHARCO - TAIJITA	52250036
13874	21	EL CHARCO - YANZAL	52250037
13875	21	EL PEÑOL - LAS COCHAS	52254001
13876	21	EL PEÑOL - SAN FRANCISCO	52254002
13877	21	EL PEÑOL - PEÑOL VIEJO	52254003
13878	21	EL ROSARIO - LA MONTAÑA	52256002
13879	21	EL ROSARIO - LA ESMERALDA	52256003
13880	21	EL ROSARIO - LA SIERRA	52256004
